station,week,date,mean_temp,max_temp,min_temp,total_rainfall
Paya Lebar,2024-01-07,2024-01-07,24.6,24.6,24.6,59.8
Paya Lebar,2024-01-14,2024-01-14,28.2,28.2,28.2,0
Paya Lebar,2024-01-21,2024-01-21,26.9,26.9,26.9,11.8
Paya Lebar,2024-01-28,2024-01-28,28.2,28.2,28.2,2.6
Paya Lebar,2024-02-04,2024-02-04,29.1,29.1,29.1,0
Paya Lebar,2024-02-11,2024-02-11,28.3,28.3,28.3,8.8
Paya Lebar,2024-02-18,2024-02-18,29,29,29,0
Paya Lebar,2024-02-25,2024-02-25,29.4,29.4,29.4,0
Paya Lebar,2024-03-03,2024-03-03,27.6,27.6,27.6,14.4
Paya Lebar,2024-03-10,2024-03-10,28.8,28.8,28.8,0
Paya Lebar,2024-03-17,2024-03-17,30,30,30,0
Paya Lebar,2024-03-24,2024-03-24,30,30,30,0
Paya Lebar,2024-03-31,2024-03-31,29.2,29.2,29.2,19.8
Paya Lebar,2024-04-07,2024-04-07,30.2,30.2,30.2,14.6
Paya Lebar,2024-04-14,2024-04-14,28.9,28.9,28.9,0.4
Paya Lebar,2024-04-21,2024-04-21,28.6,28.6,28.6,9.2
Paya Lebar,2024-04-28,2024-04-28,29.3,29.3,29.3,10.8
Paya Lebar,2024-05-05,2024-05-05,NA,NA,NA,0
Paya Lebar,2024-05-12,2024-05-12,29.4,29.4,29.4,4.6
Paya Lebar,2024-05-19,2024-05-19,29.6,29.6,29.6,0
Paya Lebar,2024-05-26,2024-05-26,29.3,29.3,29.3,0
Paya Lebar,2024-06-02,2024-06-02,27.4,27.4,27.4,1.8
Paya Lebar,2024-06-09,2024-06-09,28.9,28.9,28.9,17.8
Paya Lebar,2024-06-16,2024-06-16,28.3,28.3,28.3,12.4
Paya Lebar,2024-06-23,2024-06-23,28.3,28.3,28.3,0
Paya Lebar,2024-06-30,2024-06-30,26.4,26.4,26.4,26.8
Paya Lebar,2024-07-07,2024-07-07,27.3,27.3,27.3,11
Paya Lebar,2024-07-14,2024-07-14,29.1,29.1,29.1,0.4
Paya Lebar,2024-07-21,2024-07-21,30.2,30.2,30.2,0
Paya Lebar,2024-07-28,2024-07-28,30.3,30.3,30.3,0
Paya Lebar,2024-08-04,2024-08-04,27.3,27.3,27.3,19.4
Paya Lebar,2024-08-11,2024-08-11,28.7,28.7,28.7,0.6
Paya Lebar,2024-08-18,2024-08-18,29.1,29.1,29.1,0
Paya Lebar,2024-08-25,2024-08-25,27.4,27.4,27.4,10.2
Paya Lebar,2024-09-01,2024-09-01,29.9,29.9,29.9,0
Paya Lebar,2024-09-08,2024-09-08,29,29,29,0
Paya Lebar,2024-09-15,2024-09-15,27.8,27.8,27.8,3.8
Paya Lebar,2024-09-22,2024-09-22,30,30,30,0
Paya Lebar,2024-09-29,2024-09-29,28.5,28.5,28.5,37.6
Paya Lebar,2024-10-06,2024-10-06,27.8,27.8,27.8,30.6
Paya Lebar,2024-10-13,2024-10-13,28.4,28.4,28.4,3.6
Paya Lebar,2024-10-20,2024-10-20,27.2,27.2,27.2,20.8
Paya Lebar,2024-10-27,2024-10-27,31.1,31.1,31.1,0
Paya Lebar,2024-11-03,2024-11-03,27.9,27.9,27.9,2.4
Paya Lebar,2024-11-10,2024-11-10,27.4,27.4,27.4,59.8
Paya Lebar,2024-11-17,2024-11-17,26.6,26.6,26.6,15
Paya Lebar,2024-11-24,2024-11-24,28.3,28.3,28.3,0.4
Paya Lebar,2024-12-01,2024-12-01,29.1,29.1,29.1,0
Paya Lebar,2024-12-08,2024-12-08,28.9,28.9,28.9,4.2
Paya Lebar,2024-12-15,2024-12-15,28.5,28.5,28.5,14.4
Paya Lebar,2024-12-22,2024-12-22,28.3,28.3,28.3,0
Paya Lebar,2024-12-29,2024-12-29,28,28,28,23.4
Pulau Ubin,2023-12-31,2024-01-01,25.4,25.4,25.4,27
Pulau Ubin,2024-01-07,2024-01-07,24.2,24.2,24.2,85.2
Pulau Ubin,2024-01-14,2024-01-14,27.3,27.3,27.3,0
Pulau Ubin,2024-01-21,2024-01-21,26.3,26.3,26.3,1.8
Pulau Ubin,2024-01-28,2024-01-28,27.5,27.5,27.5,1.6
Pulau Ubin,2024-02-04,2024-02-04,27.9,27.9,27.9,0
Pulau Ubin,2024-02-11,2024-02-11,27.1,27.1,27.1,16.4
Pulau Ubin,2024-02-18,2024-02-18,27.8,27.8,27.8,0
Pulau Ubin,2024-02-25,2024-02-25,28.2,28.2,28.2,0
Pulau Ubin,2024-03-03,2024-03-03,27,27,27,25.2
Pulau Ubin,2024-03-10,2024-03-10,27.9,27.9,27.9,0
Pulau Ubin,2024-03-17,2024-03-17,28.7,28.7,28.7,0
Pulau Ubin,2024-03-24,2024-03-24,29,29,29,0
Pulau Ubin,2024-03-31,2024-03-31,29.1,29.1,29.1,0.8
Pulau Ubin,2024-04-07,2024-04-07,29.7,29.7,29.7,0
Pulau Ubin,2024-04-14,2024-04-14,27.7,27.7,27.7,2
Pulau Ubin,2024-04-21,2024-04-21,28.2,28.2,28.2,11.8
Pulau Ubin,2024-04-28,2024-04-28,29,29,29,0
Pulau Ubin,2024-05-05,2024-05-05,29.4,29.4,29.4,0
Pulau Ubin,2024-05-12,2024-05-12,28.8,28.8,28.8,0
Pulau Ubin,2024-05-19,2024-05-19,29,29,29,0
Pulau Ubin,2024-05-26,2024-05-26,29.1,29.1,29.1,0.2
Pulau Ubin,2024-06-02,2024-06-02,27,27,27,5.8
Pulau Ubin,2024-06-09,2024-06-09,27.9,27.9,27.9,4
Pulau Ubin,2024-06-16,2024-06-16,27.6,27.6,27.6,7
Pulau Ubin,2024-06-23,2024-06-23,27.9,27.9,27.9,0
Pulau Ubin,2024-06-30,2024-06-30,25.6,25.6,25.6,45.4
Pulau Ubin,2024-07-07,2024-07-07,27.1,27.1,27.1,2.6
Pulau Ubin,2024-07-14,2024-07-14,28.5,28.5,28.5,0
Pulau Ubin,2024-07-21,2024-07-21,29.8,29.8,29.8,0
Pulau Ubin,2024-07-28,2024-07-28,29.6,29.6,29.6,0
Pulau Ubin,2024-08-04,2024-08-04,26.9,26.9,26.9,25.6
Pulau Ubin,2024-08-11,2024-08-11,28,28,28,0.6
Pulau Ubin,2024-08-18,2024-08-18,28.7,28.7,28.7,0
Pulau Ubin,2024-08-25,2024-08-25,26.7,26.7,26.7,2.4
Pulau Ubin,2024-09-01,2024-09-01,29,29,29,0
Pulau Ubin,2024-09-08,2024-09-08,28.1,28.1,28.1,0.2
Pulau Ubin,2024-09-15,2024-09-15,27.2,27.2,27.2,4.8
Pulau Ubin,2024-09-22,2024-09-22,29.4,29.4,29.4,0
Pulau Ubin,2024-09-29,2024-09-29,28.1,28.1,28.1,3.2
Pulau Ubin,2024-10-06,2024-10-06,27.1,27.1,27.1,27.8
Pulau Ubin,2024-10-13,2024-10-13,27.8,27.8,27.8,1.4
Pulau Ubin,2024-10-20,2024-10-20,26.5,26.5,26.5,20.8
Pulau Ubin,2024-10-27,2024-10-27,29.9,29.9,29.9,0
Pulau Ubin,2024-11-03,2024-11-03,26.7,26.7,26.7,12.8
Pulau Ubin,2024-11-10,2024-11-10,27.1,27.1,27.1,13.2
Pulau Ubin,2024-11-17,2024-11-17,26.2,26.2,26.2,26.4
Pulau Ubin,2024-11-24,2024-11-24,27.3,27.3,27.3,0.4
Pulau Ubin,2024-12-01,2024-12-01,28,28,28,2
Pulau Ubin,2024-12-08,2024-12-08,27.6,27.6,27.6,6.8
Pulau Ubin,2024-12-15,2024-12-15,27.8,27.8,27.8,0.4
Pulau Ubin,2024-12-22,2024-12-22,27.5,27.5,27.5,0
Pulau Ubin,2024-12-29,2024-12-29,27.7,27.7,27.7,0
Seletar,2023-12-31,2024-01-01,25.7,25.7,25.7,11
Seletar,2024-01-07,2024-01-07,24.5,24.5,24.5,53.6
Seletar,2024-01-14,2024-01-14,27.6,27.6,27.6,0
Seletar,2024-01-21,2024-01-21,26.9,26.9,26.9,0.4
Seletar,2024-01-28,2024-01-28,27.8,27.8,27.8,0
Seletar,2024-02-04,2024-02-04,28.5,28.5,28.5,0
Seletar,2024-02-11,2024-02-11,27.9,27.9,27.9,0.6
Seletar,2024-02-18,2024-02-18,28.1,28.1,28.1,0
Seletar,2024-02-25,2024-02-25,28.7,28.7,28.7,0
Seletar,2024-03-03,2024-03-03,26.9,26.9,26.9,17
Seletar,2024-03-10,2024-03-10,28.1,28.1,28.1,0
Seletar,2024-03-17,2024-03-17,29.4,29.4,29.4,0
Seletar,2024-03-24,2024-03-24,29.5,29.5,29.5,0
Seletar,2024-03-31,2024-03-31,29.4,29.4,29.4,4
Seletar,2024-04-07,2024-04-07,29,29,29,66.6
Seletar,2024-04-14,2024-04-14,28.3,28.3,28.3,0.8
Seletar,2024-04-21,2024-04-21,28.2,28.2,28.2,23.2
Seletar,2024-04-28,2024-04-28,29.4,29.4,29.4,4.6
Seletar,2024-05-05,2024-05-05,29.3,29.3,29.3,0
Seletar,2024-05-12,2024-05-12,28.8,28.8,28.8,0
Seletar,2024-05-19,2024-05-19,29.4,29.4,29.4,0.6
Seletar,2024-05-26,2024-05-26,29.4,29.4,29.4,0
Seletar,2024-06-02,2024-06-02,27.4,27.4,27.4,4.8
Seletar,2024-06-09,2024-06-09,28.9,28.9,28.9,0
Seletar,2024-06-16,2024-06-16,28.2,28.2,28.2,10.2
Seletar,2024-06-23,2024-06-23,28,28,28,0
Seletar,2024-06-30,2024-06-30,26.1,26.1,26.1,24
Seletar,2024-07-07,2024-07-07,27.7,27.7,27.7,0.4
Seletar,2024-07-14,2024-07-14,29.2,29.2,29.2,0.6
Seletar,2024-07-21,2024-07-21,30.1,30.1,30.1,0
Seletar,2024-07-28,2024-07-28,30.4,30.4,30.4,0
Seletar,2024-08-04,2024-08-04,27.1,27.1,27.1,14.8
Seletar,2024-08-11,2024-08-11,28.6,28.6,28.6,1
Seletar,2024-08-18,2024-08-18,29.4,29.4,29.4,0
Seletar,2024-08-25,2024-08-25,27.4,27.4,27.4,0
Seletar,2024-09-01,2024-09-01,29.5,29.5,29.5,0
Seletar,2024-09-08,2024-09-08,28.5,28.5,28.5,8.6
Seletar,2024-09-15,2024-09-15,27.7,27.7,27.7,20.2
Seletar,2024-09-22,2024-09-22,30.1,30.1,30.1,0
Seletar,2024-09-29,2024-09-29,28.7,28.7,28.7,2.6
Seletar,2024-10-06,2024-10-06,27.3,27.3,27.3,14.6
Seletar,2024-10-13,2024-10-13,28.1,28.1,28.1,0.2
Seletar,2024-10-20,2024-10-20,26.9,26.9,26.9,7.6
Seletar,2024-10-27,2024-10-27,29.9,29.9,29.9,0
Seletar,2024-11-03,2024-11-03,27.4,27.4,27.4,23.4
Seletar,2024-11-10,2024-11-10,26.7,26.7,26.7,24.6
Seletar,2024-11-17,2024-11-17,26.1,26.1,26.1,15.6
Seletar,2024-11-24,2024-11-24,27.1,27.1,27.1,48.2
Seletar,2024-12-01,2024-12-01,28.1,28.1,28.1,0
Seletar,2024-12-08,2024-12-08,28.2,28.2,28.2,5
Seletar,2024-12-15,2024-12-15,28.5,28.5,28.5,0
Seletar,2024-12-22,2024-12-22,27.7,27.7,27.7,0
Seletar,2024-12-29,2024-12-29,27.5,27.5,27.5,1.4
Sentosa Island,2024-01-07,2024-01-12,25.9,25.9,25.9,10.5
Sentosa Island,2024-01-14,2024-01-14,28.3,28.3,28.3,0
Sentosa Island,2024-01-21,2024-01-21,27.1,27.1,27.1,1.5
Sentosa Island,2024-01-28,2024-01-28,28.6,28.6,28.6,0
Sentosa Island,2024-02-04,2024-02-04,28.9,28.9,28.9,0
Sentosa Island,2024-02-11,2024-02-11,28.4,28.4,28.4,3.6
Sentosa Island,2024-02-18,2024-02-18,28.9,28.9,28.9,0
Sentosa Island,2024-02-25,2024-02-25,29.5,29.5,29.5,0
Sentosa Island,2024-03-03,2024-03-03,27.3,27.3,27.3,8.8
Sentosa Island,2024-03-10,2024-03-10,27.7,27.7,27.7,11.6
Tai Seng,2023-12-31,2024-01-01,26.2,26.2,26.2,17
Tai Seng,2024-01-07,2024-01-07,24.9,24.9,24.9,62.2
Tai Seng,2024-01-14,2024-01-14,28,28,28,0
Tai Seng,2024-01-21,2024-01-21,27.2,27.2,27.2,3.2
Tai Seng,2024-01-28,2024-01-28,27.9,27.9,27.9,1.8
Tai Seng,2024-02-04,2024-02-04,28.7,28.7,28.7,0
Tai Seng,2024-02-11,2024-02-11,28,28,28,9.2
Tai Seng,2024-02-18,2024-02-18,28.5,28.5,28.5,0
Tai Seng,2024-02-25,2024-02-25,28.8,28.8,28.8,0
Tai Seng,2024-03-03,2024-03-03,27.4,27.4,27.4,14.2
Tai Seng,2024-03-10,2024-03-10,28.4,28.4,28.4,0
Tai Seng,2024-03-17,2024-03-17,29.4,29.4,29.4,0
Tai Seng,2024-03-24,2024-03-24,29.6,29.6,29.6,0
Tai Seng,2024-03-31,2024-03-31,29.8,29.8,29.8,10.6
Tai Seng,2024-04-07,2024-04-07,30.1,30.1,30.1,0.2
Tai Seng,2024-04-14,2024-04-14,28.8,28.8,28.8,0.4
Tai Seng,2024-04-21,2024-04-21,29.3,29.3,29.3,17.6
Tai Seng,2024-04-28,2024-04-28,30,30,30,9.6
Tai Seng,2024-05-05,2024-05-05,30.2,30.2,30.2,0
Tai Seng,2024-05-12,2024-05-12,29.8,29.8,29.8,0.8
Tai Seng,2024-05-19,2024-05-19,29.7,29.7,29.7,1.6
Tai Seng,2024-05-26,2024-05-26,29.9,29.9,29.9,0
Tai Seng,2024-06-02,2024-06-02,27.9,27.9,27.9,2.2
Tai Seng,2024-06-09,2024-06-09,29.5,29.5,29.5,27.6
Tai Seng,2024-06-16,2024-06-16,28.5,28.5,28.5,11
Tai Seng,2024-06-23,2024-06-23,28.9,28.9,28.9,0
Tai Seng,2024-06-30,2024-06-30,27,27,27,27.4
Tai Seng,2024-07-07,2024-07-07,28.1,28.1,28.1,23
Tai Seng,2024-07-14,2024-07-14,29.4,29.4,29.4,1
Tai Seng,2024-07-21,2024-07-21,30.2,30.2,30.2,0
Tai Seng,2024-07-28,2024-07-28,30.5,30.5,30.5,0
Tai Seng,2024-08-04,2024-08-04,27.8,27.8,27.8,18.8
Tai Seng,2024-08-11,2024-08-11,28.9,28.9,28.9,0.6
Tai Seng,2024-08-18,2024-08-18,29.4,29.4,29.4,0
Tai Seng,2024-08-25,2024-08-25,28,28,28,2.2
Tai Seng,2024-09-01,2024-09-01,30.3,30.3,30.3,0
Tai Seng,2024-09-08,2024-09-08,29.1,29.1,29.1,0.2
Tai Seng,2024-09-15,2024-09-15,28.3,28.3,28.3,11.8
Tai Seng,2024-09-22,2024-09-22,30.6,30.6,30.6,0
Tai Seng,2024-09-29,2024-09-29,29.2,29.2,29.2,17
Tuas South,2023-12-31,2024-01-01,26.4,26.4,26.4,6.2
Tuas South,2024-01-07,2024-01-07,24.7,24.7,24.7,32.6
Tuas South,2024-01-14,2024-01-14,28,28,28,0
Tuas South,2024-01-21,2024-01-21,27,27,27,11.8
Tuas South,2024-01-28,2024-01-28,28.5,28.5,28.5,0
Tuas South,2024-02-04,2024-02-04,28.4,28.4,28.4,0
Tuas South,2024-02-11,2024-02-11,28.4,28.4,28.4,0.2
Tuas South,2024-02-18,2024-02-18,28.2,28.2,28.2,0.4
Tuas South,2024-02-25,2024-02-25,29.4,29.4,29.4,0
Tuas South,2024-03-03,2024-03-03,26.9,26.9,26.9,10.6
Tuas South,2024-03-10,2024-03-10,27.5,27.5,27.5,4.2
Tuas South,2024-03-17,2024-03-17,29.2,29.2,29.2,1.6
Tuas South,2024-03-24,2024-03-24,29.6,29.6,29.6,1.6
Tuas South,2024-03-31,2024-03-31,29.3,29.3,29.3,0.4
Tuas South,2024-04-07,2024-04-07,30.3,30.3,30.3,4.2
Tuas South,2024-04-14,2024-04-14,28.7,28.7,28.7,0
Tuas South,2024-04-21,2024-04-21,29.8,29.8,29.8,0
Tuas South,2024-04-28,2024-04-28,29.9,29.9,29.9,0
Tuas South,2024-05-05,2024-05-05,29.8,29.8,29.8,0
Tuas South,2024-05-12,2024-05-12,29.3,29.3,29.3,3.2
Tuas South,2024-05-19,2024-05-19,29.6,29.6,29.6,0
Tuas South,2024-05-26,2024-05-26,29.6,29.6,29.6,0
Tuas South,2024-06-02,2024-06-02,27.8,27.8,27.8,11
Tuas South,2024-06-09,2024-06-09,29.2,29.2,29.2,3
Tuas South,2024-06-16,2024-06-16,28.6,28.6,28.6,9
Tuas South,2024-06-23,2024-06-23,29.1,29.1,29.1,0
Tuas South,2024-06-30,2024-06-30,26.9,26.9,26.9,23.2
Tuas South,2024-07-07,2024-07-07,28.3,28.3,28.3,7.2
Tuas South,2024-07-14,2024-07-14,29.2,29.2,29.2,0
Tuas South,2024-07-21,2024-07-21,30,30,30,0
Tuas South,2024-07-28,2024-07-28,30.2,30.2,30.2,0
Tuas South,2024-08-04,2024-08-04,27.2,27.2,27.2,51.4
Tuas South,2024-08-11,2024-08-11,28.9,28.9,28.9,0.8
Tuas South,2024-08-18,2024-08-18,29.5,29.5,29.5,0
Tuas South,2024-08-25,2024-08-25,28.1,28.1,28.1,0
Tuas South,2024-09-01,2024-09-01,30,30,30,0
Tuas South,2024-09-08,2024-09-08,28.8,28.8,28.8,8.4
Tuas South,2024-09-15,2024-09-15,28.3,28.3,28.3,0
Tuas South,2024-09-22,2024-09-22,30.4,30.4,30.4,0
Tuas South,2024-09-29,2024-09-29,29.1,29.1,29.1,0.2
Tuas South,2024-10-06,2024-10-06,27.6,27.6,27.6,23.2
Tuas South,2024-10-13,2024-10-13,28.6,28.6,28.6,0
Tuas South,2024-10-20,2024-10-20,27.6,27.6,27.6,7.8
Tuas South,2024-10-27,2024-10-27,30.5,30.5,30.5,0
Tuas South,2024-11-03,2024-11-03,29,29,29,0.2
Tuas South,2024-11-10,2024-11-10,27.9,27.9,27.9,21
Tuas South,2024-11-17,2024-11-17,26.9,26.9,26.9,15.8
Tuas South,2024-11-24,2024-11-24,26.9,26.9,26.9,106.6
Tuas South,2024-12-01,2024-12-01,28.6,28.6,28.6,0
Tuas South,2024-12-08,2024-12-08,28.2,28.2,28.2,19.2
Tuas South,2024-12-15,2024-12-15,29.3,29.3,29.3,0
Tuas South,2024-12-22,2024-12-22,27.8,27.8,27.8,6
Tuas South,2024-12-29,2024-12-29,27.2,27.2,27.2,1
